concept_code	concept_name	relationship_id	snomed_code	precedence
"8000/6"	"Neoplasm, metastatic"	"Maps to"	"14799000"	
"8001/0"	"Tumor cells, benign"	"Maps to"	"56696000"	
"8213/3"	"Serrated adenocarcinoma"	"Maps to"	"450948005"	
"8318/3"	"Renal cell carcinoma, sarcomatoid"	"Maps to"	"128668003"	
"8582/3"	"Thymoma, type AB, malignant"	"Maps to"	"128710005"	
"9100/1"	"Invasive hydatidiform mole"	"Maps to"	"18799007"	
"9180/0"	"Osteoma, NOS"	"Maps to"	"726115006"	
"9827/3"	"Adult T-cell leukemia/lymphoma (HTLV-1 positive)"	"Maps to"	"77430005"	
"9806/3"	"Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1"	"Maps to"	"450914009"	
"8260/0"	"Papillary adenoma, NOS"	"Maps to"	"86143001"	
"8935/0"	"Stromal tumor, benign"	"Maps to"	"447644002"	
"8210/3"	"Adenocarcinoma in adenomatous polyp"	"Maps to"	"43233001"	
"9737/3"	"ALK positive large B-cell lymphoma"	"Maps to"	"450910000"	
"9740/3"	"Mast cell sarcoma"	"Maps to"	"397010005"	
"8044/3"	"Small cell carcinoma, intermediate cell"	"Maps to"	"5958006"	
"9724/3"	"Systemic EBV positive T-cell lymphoproliferative disease of childhood"	"Maps to"	"450906003"	
"9725/3"	"Hydroa vacciniforme-like lymphoma"	"Maps to"	"450907007"	
"8346/3"	"Mixed medullary-follicular carcinoma"	"Maps to"	"128678000"	
"9350/1"	"Craniopharyngioma"	"Maps to"	"40009002"	
"8151/0"	"Insulinoma, NOS"	"Maps to"	"788388009"	
"8152/3"	"Glucagonoma, malignant"	"Maps to"	"66515009"	
"8153/3"	"Gastrinoma, malignant"	"Maps to"	"19756007"	
"8251/3"	"Alveolar adenocarcinoma"	"Maps to"	"36310008"	
"8740/0"	"Junctional nevus, NOS"	"Maps to"	"30494009"	
"8891/0"	"Epithelioid leiomyoma"	"Maps to"	"19071004"	
"8891/3"	"Epithelioid leiomyosarcoma"	"Maps to"	"42392001"	
"8894/0"	"Angiomyoma"	"Maps to"	"86959002"	
"8965/0"	"Nephrogenic adenofibroma"	"Maps to"	"128760004"	
"8966/0"	"Renomedullary interstitial cell tumor"	"Maps to"	"128761000"	
"8971/3"	"Pancreatoblastoma"	"Maps to"	"53618008"	
"8972/3"	"Pulmonary blastoma"	"Maps to"	"43149009"	
"8973/3"	"Pleuropulmonary blastoma"	"Maps to"	"128763002"	
"8975/1"	"Calcifying nested epithelial stromal tumor"	"Maps to"	"450898007"	
"8824/1"	"Myofibromatosis"	"Maps to"	"73767002"	
"8825/0"	"Myofibroblastoma"	"Maps to"	"128738002"	
"8990/3"	"Mesenchymoma, malignant"	"Maps to"	"89623007"	
"8991/3"	"Embryonal sarcoma"	"Maps to"	"59583009"	
"8130/3"	"Papillary transitional cell carcinoma"	"Maps to"	"12400006"	
"8541/3"	"Paget disease and infiltrating duct carcinoma of breast"	"Maps to"	"82591005"	
"8542/3"	"Paget disease, extramammary"	"Maps to"	"71447003"	
"8550/0"	"Acinar cell adenoma"	"Maps to"	"79041005"	
"8633/1"	"Sertoli-Leydig cell tumor, retiform"	"Maps to"	"128724009"	
"8641/0"	"Sertoli cell tumor with lipid storage"	"Maps to"	"24815001"	
"8642/1"	"Large cell calcifying Sertoli cell tumor"	"Maps to"	"128728007"	
"8650/1"	"Leydig cell tumor, NOS"	"Maps to"	"45002009"	
"8800/6"	"Sarcoma, metastatic site"	"Maps to"	"372152003"	
"8650/3"	"Leydig cell tumor, malignant"	"Maps to"	"77870005"	
"8800/9"	"Sarcomatosis, NOS"	"Maps to"	"9395006"	
"8010/2"	"Carcinoma in situ, NOS"	"Maps to"	"68956006"	"1"
"8801/3"	"Spindle cell sarcoma"	"Maps to"	"9801004"	
"8322/3"	"Water-clear cell adenocarcinoma"	"Maps to"	"80727009"	
"9817/3"	"B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH"	"Maps to"	"450955007"	
"9731/3"	"Plasmacytoma, NOS"	"Maps to"	"415113000"	
"8360/1"	"Multiple endocrine adenomas"	"Maps to"	"60549007"	
"8261/0"	"Villous adenoma, NOS"	"Maps to"	"128859003"	
"9083/3"	"Malignant teratoma, intermediate"	"Maps to"	"21912003"	
"8300/0"	"Basophil adenoma"	"Maps to"	"9436005"	
"8175/3"	"Hepatocellular carcinoma, pleomorphic type"	"Maps to"	"128650001"	
"8374/0"	"Adrenal cortical adenoma, glomerulosa cell"	"Maps to"	"19329008"	
"8375/0"	"Adrenal cortical adenoma, mixed cell"	"Maps to"	"39720002"	
"8380/0"	"Endometrioid adenoma, NOS"	"Maps to"	"71106006"	
"8381/1"	"Endometrioid adenofibroma, borderline malignancy"	"Maps to"	"25874003"	
"8381/3"	"Endometrioid adenofibroma, malignant"	"Maps to"	"18105004"	
"8382/3"	"Endometrioid adenocarcinoma, secretory variant"	"Maps to"	"128680006"	
"8383/3"	"Endometrioid adenocarcinoma, ciliated cell variant"	"Maps to"	"128681005"	
"8384/3"	"Adenocarcinoma, endocervical type"	"Maps to"	"128682003"	
"8390/3"	"Skin appendage carcinoma"	"Maps to"	"64000002"	
"8391/0"	"Follicular fibroma"	"Maps to"	"128683008"	
"8392/0"	"Syringofibroadenoma"	"Maps to"	"128684002"	
"8400/0"	"Sweat gland adenoma"	"Maps to"	"81393009"	
"8400/1"	"Sweat gland tumor, NOS"	"Maps to"	"12933008"	
"8400/3"	"Sweat gland adenocarcinoma"	"Maps to"	"32272007"	
"8401/0"	"Apocrine adenoma"	"Maps to"	"36318001"	
"8401/3"	"Apocrine adenocarcinoma"	"Maps to"	"57141000"	
"8402/0"	"Nodular hidradenoma"	"Maps to"	"81143000"	
"8403/3"	"Malignant eccrine spiradenoma"	"Maps to"	"128895006"	
"8405/0"	"Papillary hidradenoma"	"Maps to"	"89791006"	
"8407/3"	"Sclerosing sweat duct carcinoma"	"Maps to"	"128896007"	
"8408/0"	"Eccrine papillary adenoma"	"Maps to"	"10060008"	
"8408/1"	"Aggressive digital papillary adenoma"	"Maps to"	"128897003"	
"8408/3"	"Eccrine papillary adenocarcinoma"	"Maps to"	"128898008"	
"8409/0"	"Eccrine poroma"	"Maps to"	"128915006"	
"8409/3"	"Eccrine poroma, malignant"	"Maps to"	"128685001"	
"8413/3"	"Eccrine adenocarcinoma"	"Maps to"	"128686000"	
"8420/0"	"Ceruminous adenoma"	"Maps to"	"52707009"	
"8420/3"	"Ceruminous adenocarcinoma"	"Maps to"	"58069009"	
"8430/1"	"Mucoepidermoid tumor"	"Maps to"	"39892006"	
"8440/0"	"Cystadenoma, NOS"	"Maps to"	"47620003"	
"8212/0"	"Flat adenoma"	"Maps to"	"128652009"	
"8441/2"	"Serous cystadenoma in situ, NOS (C56.9)"	"Maps to"	"703558002"	
"8441/3"	"Serous cystadenocarcinoma, NOS"	"Maps to"	"90725004"	
"8442/1"	"Serous cystadenoma, borderline malignancy"	"Maps to"	"128849004"	
"8443/0"	"Clear cell cystadenoma"	"Maps to"	"128687009"	
"8444/1"	"Clear cell cystic tumor of borderline malignancy"	"Maps to"	"128688004"	
"8450/0"	"Papillary cystadenoma, NOS"	"Maps to"	"32140001"	
"8450/3"	"Papillary cystadenocarcinoma, NOS"	"Maps to"	"2735009"	
"8451/1"	"Papillary cystadenoma, borderline malignancy"	"Maps to"	"128850004"	
"8452/1"	"Solid pseudopapillary tumor"	"Maps to"	"27078002"	
"8452/3"	"Solid pseudopapillary carcinoma"	"Maps to"	"116061001"	
"8453/0"	"Intraductal papillary-mucinous adenoma"	"Maps to"	"128689007"	
"8453/2"	"Intraductal papillary-mucinous carcinoma, non-invasive"	"Maps to"	"128691004"	
"8453/3"	"Intraductal papillary-mucinous carcinoma, invasive"	"Maps to"	"128692006"	
"8454/0"	"Cystic tumor of atrio-ventricular node"	"Maps to"	"128693001"	
"8000/0"	"Neoplasm, benign"	"Maps to"	"3898006"	
"8148/0"	"Glandular intraepithelial neoplasia, low grade"	"Maps to"	"450890000"	
"8148/2"	"Glandular intraepithelial neoplasia, high grade"	"Maps to"	"818948002"	
"8153/1"	"Gastrinoma, NOS"	"Maps to"	"16189002"	
"8742/2"	"Lentigo maligna"	"Maps to"	"61217001"	
"8561/0"	"Adenolymphoma"	"Maps to"	"20776008"	
"8721/3"	"Nodular melanoma"	"Maps to"	"2142002"	
"9020/1"	"Phyllodes tumor, borderline"	"Maps to"	"71232009"	
"9020/3"	"Phyllodes tumor, malignant"	"Maps to"	"87913009"	
"9040/0"	"Synovioma, benign"	"Maps to"	"5178002"	
"9768/1"	"T-gamma lymphoproliferative disease"	"Maps to"	"55081009"	
"8120/2"	"Transitional cell carcinoma in situ"	"Maps to"	"53530009"	
"8121/3"	"Schneiderian carcinoma"	"Maps to"	"5600009"	
"9967/3"	"Myeloid and lymphoid neoplasms with FGFR1 abnormalities"	"Maps to"	"450942006"	
"8040/0"	"Tumorlet, benign"	"Maps to"	"128876004"	
"8071/3"	"Squamous cell carcinoma, keratinizing, NOS"	"Maps to"	"18048008"	
"8073/3"	"Squamous cell carcinoma, small cell, nonkeratinizing"	"Maps to"	"35718007"	
"8074/3"	"Squamous cell carcinoma, spindle cell"	"Maps to"	"10288008"	
"8076/3"	"Squamous cell carcinoma, microinvasive"	"Maps to"	"12478003"	
"8077/2"	"Squamous intraepithelial neoplasia, high grade"	"Maps to"	"20365006"	
"8078/3"	"Squamous cell carcinoma with horn formation"	"Maps to"	"128633003"	
"8080/2"	"Queyrat erythroplasia"	"Maps to"	"18348002"	
"8081/2"	"Bowen disease"	"Maps to"	"84999002"	
"8082/3"	"Lymphoepithelial carcinoma"	"Maps to"	"7300000"	
"8083/3"	"Basaloid squamous cell carcinoma"	"Maps to"	"128634009"	
"8895/0"	"Myoma"	"Maps to"	"66357004"	
"9800/3"	"Leukemia, NOS"	"Maps to"	"87163000"	"1"
"8840/0"	"Myxoma, NOS"	"Maps to"	"39143003"	
"8361/0"	"Juxtaglomerular tumor"	"Maps to"	"128860008"	
"8600/3"	"Thecoma, malignant"	"Maps to"	"57622002"	
"8403/0"	"Eccrine spiradenoma"	"Maps to"	"4977000"	
"8712/0"	"Glomangioma"	"Maps to"	"7429002"	
"8713/0"	"Glomangiomyoma"	"Maps to"	"34550005"	
"8271/0"	"Prolactinoma"	"Maps to"	"34337008"	
"8474/3"	"Seromucinous carcinoma"	"Maps to"	"703568007"	
"8650/0"	"Leydig cell tumor, benign"	"Maps to"	"5014008"	
"9662/3"	"Hodgkin sarcoma"	"Maps to"	"836276000"	
"8120/0"	"Transitional cell papilloma, benign"	"Maps to"	"44342003"	
"8520/3"	"Lobular carcinoma, NOS"	"Maps to"	"89740008"	
"9661/3"	"Hodgkin granuloma"	"Maps to"	"836277009"	
"9930/3"	"Myeloid sarcoma"	"Maps to"	"35287006"	
"9971/3"	"Polymorphic post transplant lymphoproliferative disorder"	"Maps to"	"397351004"	
"9975/3"	"Myloproliferative neoplasm, unclassifiable"	"Maps to"	"447240002"	
"9980/3"	"Refractory anemia"	"Maps to"	"128845005"	
"9982/3"	"Refractory anemia with sideroblasts"	"Maps to"	"128846006"	
"9984/3"	"Refractory anemia with excess blasts in transformation"	"Maps to"	"128848007"	
"9985/3"	"Refractory cytopenia with multilineage dysplasia"	"Maps to"	"128836009"	
"9986/3"	"Myelodysplastic syndrome with 5q deletion (5q-) syndrome"	"Maps to"	"128837000"	
"9987/3"	"Therapy-related myelodysplastic syndrome, NOS"	"Maps to"	"128838005"	
"9989/3"	"Myelodysplastic syndrome, NOS"	"Maps to"	"373381004"	
"9991/3"	"Refractory neutropenia"	"Maps to"	"450946009"	
"9992/3"	"Refractory thrombocytopenia"	"Maps to"	"450947000"	
