"concept_code_1","vocabulary_id_1","concept_name_1","concept_class_id_1","relationship_id","concept_code_2","vocabulary_id_2","concept_name_2","concept_class_id_2","valid_start_date","valid_end_date","mapping_note"
"brain@3843@4","NAACCR","WHO Grade IV: Tumors that are cytologically malignant, mitotically active, and associated with rapid clinical progression and potential for dissemination","NAACCR Value","maps to","Grade-4","Cancer Modifier","Grade 4 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"brain@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"brain@3843@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"brain@3843@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"brain@3843@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"brain@3843@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"brain@3843@H","NAACCR","Stated as ""high grade"" NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"brain@3843@L","NAACCR","Stated as ""low grade"" NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"breast@3843@1","NAACCR","G1: Low combined histologic grade (favorable), SBR score of 3-5 points","NAACCR Value","maps to","Nottingham-Grade-1","Cancer Modifier","Nottingham Grade 1","Staging/Grading","2022-08-28","2099-12-31",""
"breast@3843@2","NAACCR","G2: Intermediate combined histologic grade (moderately favorable); SBR score of 6-7 points","NAACCR Value","maps to","Nottingham-Grade-2","Cancer Modifier","Nottingham Grade 2","Staging/Grading","2022-08-28","2099-12-31",""
"breast@3843@3","NAACCR","G3: High combined histologic grade (unfavorable); SBR score of 8-9 points","NAACCR Value","maps to","Nottingham-Grade-3","Cancer Modifier","Nottingham Grade 3","Staging/Grading","2022-08-28","2099-12-31",""
"breast@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"breast@3843@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"breast@3843@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"breast@3843@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"breast@3843@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"breast@3843@H","NAACCR","Nuclear Grade III (High) (in situ only)","NAACCR Value","maps to","OMOP4998934","Cancer Modifier","Nuclear Grade I: low","Histopattern","2022-08-28","2099-12-31",""
"breast@3843@L","NAACCR","Nuclear Grade I (Low) (in situ only)","NAACCR Value","maps to","OMOP4998431","Cancer Modifier","Nuclear Grade II: intermediate","Histopattern","2022-08-28","2099-12-31",""
"breast@3843@M","NAACCR","Nuclear Grade II (interMediate) (in situ only)","NAACCR Value","maps to","OMOP4998785","Cancer Modifier","Nuclear Grade III: high","Histopattern","2022-08-28","2099-12-31",""
"buccal_mucosa@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"buccal_mucosa@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"buccal_mucosa@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"buccal_mucosa@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cervical_lymph_nodes_occult_head_neck@3843@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cervical_lymph_nodes_occult_head_neck@3843@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cervical_lymph_nodes_occult_head_neck@3843@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"cervical_lymph_nodes_occult_head_neck@3843@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cervical_lymph_nodes_occult_head_neck@3843@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"cervix@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cervix@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"cervix@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cervix@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cns_other@3843@1","NAACCR","WHO Grade I : Circumscribed tumors of low proliferative potential associated with the possibility of cure following resection","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"cns_other@3843@2","NAACCR","WHO Grade II: Infiltrative tumors with low proliferative potential with increased risk of recurrence","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"cns_other@3843@3","NAACCR","WHO Grade III: Tumors with histologic evidence of malignancy, including nuclear atypia and mitotic activity, associated with an aggressive clinical course","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"cns_other@3843@4","NAACCR","WHO Grade IV: Tumors that are cytologically malignant, mitotically active, and associated with rapid clinical progression and potential for dissemination","NAACCR Value","maps to","Grade-4","Cancer Modifier","Grade 4 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"cns_other@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cns_other@3843@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3843@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3843@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3843@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3843@H","NAACCR","Stated as ""high grade"" NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"cns_other@3843@L","NAACCR","Stated as ""low grade"" NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"colon_rectum@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"colon_rectum@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"colon_rectum@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"colon_rectum@3843@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"colon_rectum@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"conjunctiva@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"conjunctiva@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"conjunctiva@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"conjunctiva@3843@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"conjunctiva@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3843@3","NAACCR","G3: Poorly differentiated or undifferentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"corpus_adenosarcoma@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3843@H","NAACCR","High grade","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3843@L","NAACCR","Low grade","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3843@S","NAACCR","Sarcomatous overgrowth","NAACCR Value","maps to","OMOP4999216","Cancer Modifier","Sarcomatous Overgrowth","Histopattern","2022-08-28","2099-12-31",""
"corpus_carcinoma@3843@1","NAACCR","G1|FIGO Grade 1|G1: Well differentiated","NAACCR Value","maps to","FIGO-Grade-1","Cancer Modifier","FIGO grade 1","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_carcinoma@3843@2","NAACCR","G2|FIGO Grade 2|G2: Moderately differentiated","NAACCR Value","maps to","FIGO-Grade-2","Cancer Modifier","FIGO grade 2","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_carcinoma@3843@3","NAACCR","G3|FIGO Grade 3|G3: Poorly differentiated or undifferentiated","NAACCR Value","maps to","FIGO-Grade-3","Cancer Modifier","FIGO grade 3","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_carcinoma@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"corpus_sarcoma@3843@1","NAACCR","G1|FIGO Grade 1|G1: Well differentiated","NAACCR Value","maps to","FIGO-Grade-1","Cancer Modifier","FIGO grade 1","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_sarcoma@3843@2","NAACCR","G2|FIGO Grade 2|G2: Moderately differentiated","NAACCR Value","maps to","FIGO-Grade-2","Cancer Modifier","FIGO grade 2","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_sarcoma@3843@3","NAACCR","G3|FIGO Grade 3|G3: Poorly differentiated or undifferentiated","NAACCR Value","maps to","FIGO-Grade-3","Cancer Modifier","FIGO grade 3","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_sarcoma@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3843@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cystic_duct@3843@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cystic_duct@3843@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"cystic_duct@3843@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cystic_duct@3843@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
