Item #,Item Name,Section,Codes,Code Descriptions,Note
,,,88,"Extremity bone, NOS",
,,,90,Skin,
,,,91,Soft tissue,
,,,92,Hemibody,
,,,93,Whole body,
,,,94,"Mantle, mini-mantle (obsolete after 2017)",
,,,95,Lower extended field (obsolete after 2017),
,,,96,Inverted Y (obsolete after 2017),
,,,97,Invalid historical FORDS value,
,,,98,Other,
,,,99,Unknown,
,,,,,
1515,Phase II Radiation to Draining Lymph Nodes,Treatment-1st Course,0,No radiation treatment to draining lymph nodes,New
,,,1,Neck lymph node regions,
,,,2,Thoracic lymph node regions,
,,,3,Neck and thoracic lymph node regions,
,,,4,Breast/Chest wall lymph node regions,
,,,5,Abdominal lymph nodes,
,,,6,Pelvic lymph nodes,
,,,7,Abdominal and pelvic lymph nodes,
,,,8,"Lymph node region, NOS",
,,,88,Not Applicable; Phase II Radiation Primary Treatment Volume is lymph nodes,
,,,99,Unknown if any radiation treatment to draining lymph nodes; Unknown if radiation treatment administered,
,,,,,
1516,Phase II Radiation Treatment Modality,Treatment-1st Course,0,No radiation treatment,New
,,,1,"External beam, NOS",
,,,2,"External beam, photons",
,,,3,"External beam, protons",
,,,4,"External beam, electrons",
,,,5,"External beam, neutrons",
,,,6,"External beam, carbon ions",
,,,7,"Brachytherapy, NOS",
,,,8,"Brachytherapy, intracavitary, LDR",
,,,9,"Brachytherapy, intracavitary, HDR",
,,,10,"Brachytherapy, Interstitial, LDR",
,,,11,"Brachytherapy, Interstitial, HDR",
,,,12,"Brachytherapy, electronic",
,,,13,"Radioisotopes, NOS",
,,,14,"Radioisotopes, Radium-232",
,,,15,"Radioisotopes, Strontium-89",
,,,16,"Radioisotopes, Strontium-90",
,,,99,Treatment radiation modality unknown; Unknown if radiation treatment administered,
,,,,,
1517,Phase II Total Dose,Treatment-1st Course,0,No radiation treatment,New
,,,000001-999997,Record the actual total dose delivered in cGy,
,,,999998,"Not applicable, brachytherapy or radioisotopes administered to the patient",
,,,999999,"Radiation therapy was administered, but the dose is unknown; it is unknown whether radiation therapy was administered",
,,,,,
1520,Rad--No of Treatment Vol,Treatment-1st Course,0,None,
,,,001-998,Number of treatments,
,,,999,Unknown,
1521,Phase III Dose per Fraction,Treatment-1st Course,0,No radiation treatment,New
,,,00001-99997,Record the actual Phase III dose delivered in cGy,
,,,99998,"Not applicable, radioisotopes administered to the patient",
,,,99999,"Phase III radiation therapy was administered but dose is unknown, it is unknown whether Phase III radiation therapy was administered. Death Certificate only.",
,,,,,
1522,Phase III Radiation External Beam Planning Tech,Treatment-1st Course,0,No radiation treatment,New
,,,1,"External beam, NOS",
,,,2,Low energy x-ray/photon therapy,
,,,3,2-D therapy,
,,,4,Conformal or 3-D conformal therapy,
,,,5,Intensity modulated therapy,
,,,6,"Stereotactic radiotherapy or radiosurgery, NOS",
,,,7,"Stereotactic radiotherapy or radiosurgery, robotic.",
,,,8,"Stereotactic radiotherapy or radiosurgery, Gamma Knifeå¨",
,,,9,CT-guided online adaptive therapy,
,,,10,MR-guided online adaptive therapy,
,,,88,Not Applicable,
,,,98,"Other, NOS",
,,,99,Unknown,
,,,,,
1523,Phase III Number of Fractions,Treatment-1st Course,0,No radiation treatment,New
,,,001-998,Number of fractions administered to the patient during the third phase of radiation therapy.,
,,,999,"Phase III Radiation therapy was administered, but the number of fractions is unknown; It is unknown whether radiation therapy was administered.",
,,,,,
1524,Phase III Radiation Primary Treatment Volume,Treatment-1st Course,0,No phase III radiation treatment,New
,,,1,Neck lymph node regions,
,,,2,Thoracic lymph node regions,
,,,3,Neck and thoracic lymph node regions,
,,,4,Breast/ Chestwall lymph node regions,
,,,5,Abdominal lymph nodes,
,,,6,Pelvic lymph nodes,
,,,7,Abdominal and pelvic lymph nodes,
,,,9,"Lymph node region, NOS",
,,,10,Eye/orbit/optic nerve,
,,,11,Pituitary,
,,,12,Brain,
,,,13,Brain (Limited),
,,,14,Spinal cord,
,,,20,Nasopharynx,
,,,21,Oral Cavity,
,,,22,Oropharynx,
,,,23,Larynx (glottis) or hypopharynx,
,,,24,Sinuses/Nasal tract,
,,,25,Parotid or other salivary glands,
,,,26,Thyroid,
,,,29,Head and neck (NOS),
,,,30,Lung or bronchus,
,,,31,Mesothelium,
,,,32,Thymus,
,,,39,Chest/lung (NOS),
,,,40,Breast - whole,
,,,41,Breast - partial,
,,,42,Chest wall,
,,,50,Esophagus,
,,,51,Stomach,
,,,52,Small bowel,
,,,53,Colon,
,,,54,Rectum,
,,,55,Anus,
,,,56,Liver,
,,,57,Biliary tree or gallbladder,
,,,58,Pancreas or hepatopancreatic ampulla,
,,,59,Abdomen (NOS),
,,,60,Bladder - whole,
,,,61,Bladder - partial,
,,,62,Kidney,
,,,63,Ureter,
,,,64,Prostate - whole,
,,,65,Prostate - partial,
,,,66,Urethra,
,,,67,Penis,
,,,68,Testicle or scrotum,
,,,70,Ovaries or fallopian tubes,
,,,71,Uterus or Cervix,
,,,72,Vagina,
,,,73,Vulva,
,,,80,Skull,
,,,81,Spine/vertebral bodies,
,,,82,Shoulder,
,,,83,Ribs,
,,,84,Hip,
,,,85,Pelvic bones,
,,,86,"Pelvis (NOS, non-visceral)",
,,,88,"Extremity bone, NOS",
,,,90,Skin,
,,,91,Soft tissue,
,,,92,Hemibody,
,,,93,Whole body,
,,,94,"Mantle, mini-mantle (obsolete after 2017)",
,,,95,Lower extended field (obsolete after 2017),
,,,96,Inverted Y (obsolete after 2017),
,,,98,Other,
,,,99,Unknown,
,,,,,
1525,Phase III Radiation to Draining Lymph Nodes,Treatment-1st Course,0,No radiation treatment,New
,,,1,Neck tymph node regions,
,,,2,Thoracic lymph node regions,
,,,3,Neck and thoracic lymph node regions,
,,,4,Breast/Chest wall lymph node regions,
,,,5,Abdominal lymph nodes,
,,,6,Pelvic lymph nodes,
,,,7,Abdominal and pelvic lymph nodes,
,,,8,"Lymph node region, NOS",
,,,88,Not Applicable; Phase III Radiation Primary Treatment Volume is lymph nodes,
,,,99,Unknown if any radiation treatment to draining lymph nodes; Unknown if radiation treatment administered,
,,,,,
1526,Phase III Radiation Treatment Modality,Treatment-1st Course,0,No radiation treatment,New
,,,1,"External beam, NOS",
,,,2,"External beam, photons",
,,,3,"External beam, protons",
,,,4,"External beam, electrons",
,,,5,"External beam, neutrons",
,,,6,"External beam, carbon ions",
,,,7,"Brachytherapy, NOS",
,,,8,"Brachytherapy, intracavitary, LDR",
,,,9,"Brachytherapy, intracavitary, HDR",
,,,10,"Brachytherapy, Interstitial, LDR",
,,,11,"Brachytherapy, Interstitial, HDR",
,,,12,"Brachytherapy, electronic",
,,,13,"Radioisotopes, NOS",
,,,14,"Radioisotopes, Radium-232",
,,,15,"Radioisotopes, Strontium-89",
,,,16,"Radioisotopes, Strontium-90",
,,,99,Treatment radiation modality unknown; Unknown if radiation treatment administered,
,,,,,
1527,Phase III Total Dose,Treatment-1st Course,0,No radiation treatment,New
,,,000001-999997,Record the actual total dose delivered in cGy,
,,,999998,"Not applicable, radioisotopes administered to the patient",
,,,999999,"Radiation therapy was administered, but the dose is unknown; it is unknown whether radiation therapy was administered",
,,,,,
1530,Rad--Elapsed RX Days,,,,Retired
1530,Rad--Elapsed RX Days,,,,Retired
1530,Rad--Elapsed RX Days,,,,Retired
1530,Rad--Elapsed RX Days,,,,Retired
1530,Rad--Elapsed RX Days,,,,Retired
1530,Rad--Elapsed RX Days,,,,Retired
1530,Rad--Elapsed RX Days,,,,Retired
1531,Radiation Treatment Discontinued Early,Treatment-1st Course,0,No radiation treatment,New
,,,1,Radiation treatment completed as prescribed,
,,,2,Radiation treatment discontinued early  toxicity,
,,,3,"Radiation treatment discontinued early - contraindicated due to other patient risk factors (comorbid conditions, advanced age, progression of tumor prior to planned radiation etc.)",
,,,4,Radiation treatment discontinued early  patient decision,
,,,5,Radiation discontinued early  family decision,
,,,6,Radiation discontinued early  patient expired,
,,,7,Radiation discontinued early  reason not documented,
,,,99,Unknown if radiation treatment discontinued; Unknown whether radiation therapy administered,
,,,,,
1532,Number of Phases of Rad Treatment to this Volume,Treatment-1st Course,0,No radiation treatment,New
,,,1,1 phase,
,,,2,2 phases,
,,,3,3 phases,
,,,4,4 or more phases,
,,,99,Unknown number of phases; Unknown if radiation therapy administered,
,,,,,
1533,Total Dose,Treatment-1st Course,0,No radiation treatment,New
,,,000001-999997,Record the actual dose delivered in cGy,
,,,999998,"Not applicable, radioisotopes administered to the patient",
,,,999999,"Radiation therapy was administered, but the dose is unknown; it is unknown whether radiation therapy was administered",
,,,,,
1540,Rad--Treatment Volume,Treatment-1st Course,0,"No radiation therapy, not applicable",
,,,1,Eye/orbit,
,,,2,Pituitary,
,,,3,Brain (NOS),
,,,4,Brain (limited),
,,,5,Head and neck (NOS),
,,,6,Head and neck (limited),
,,,7,Glottis,
,,,8,Sinuses,
,,,9,Parotid,
,,,10,Chest/lung (NOS),
,,,11,Lung (limited),
,,,12,Esophagus,
,,,13,Stomach,
,,,14,Liver,
,,,15,Pancreas,
,,,16,Kidney,
,,,17,Abdomen (NOS),
,,,18,Breast,
,,,19,Breast/lymph nodes,
,,,20,Chest wall,
,,,21,Chest wall/lymph nodes,
,,,22,"Mantle, mini-mantle",
,,,23,Lower extended field,
,,,24,Spine,
,,,25,Skull,
,,,26,Ribs,
,,,27,Hip,
,,,28,Pelvic bones,
,,,29,Pelvis (NOS),
,,,30,Skin,
,,,31,Soft tissue,
,,,32,Hemibody,
,,,33,Whole body,
,,,34,Bladder and pelvis,
,,,35,Prostate and pelvis,
,,,36,Uterus and Cervix,
,,,37,Shoulder,
,,,38,"Extremities bone, NOS",
,,,39,Inverted Y,
,,,40,Spinal cord,
,,,41,Prostate,
,,,50,Thyroid,
,,,60,"Lymph node region, NOS",
,,,98,Other,
,,,99,Unknown,
1550,Rad--Location of RX,Treatment-1st Course,0,No radiation treatment,
,,,1,All radiation treatment at this facility,
,,,2,"Regional treatment at this facility, boost elsewhere",
,,,3,"Boost radiation at this facility, regional elsewhere",
,,,4,All radiation treatment elsewhere,
,,,8,"Other, NOS",
,,,9,Unknown,
1560,Rad--Intent of Treatment,,,,Retired
1560,Rad--Intent of Treatment,,,,Retired
1560,Rad--Intent of Treatment,,,,Retired
1560,Rad--Intent of Treatment,,,,Retired
1560,Rad--Intent of Treatment,,,,Retired
1560,Rad--Intent of Treatment,,,,Retired
1560,Rad--Intent of Treatment,,,,Retired
1570,Rad--Regional RX Modality,Treatment-1st Course,0,No radiation treatment,
,,,20,"External beam, NOS",
,,,21,Orthovoltage,
,,,22,"Cobalt-60, Cesium-137",
,,,23,Photons (2-5 MV),
,,,24,Photons (6-10 MV),
,,,25,Photons (11-19 MV),
,,,26,Photons (> 19 MV),
,,,27,Photons (mixed energies),
,,,28,Electrons,
,,,29,Photons and electrons mixed,
,,,30,"Neutrons, with or without photons/electrons",
,,,31,IMRT,
,,,32,Conformal or 3-D therapy,
,,,40,Protons,
,,,41,"Stereotactic radiosurgery, NOS",
,,,42,Linac radiosurgery,
,,,43,Gamma Knife,
,,,50,"Brachytherapy, NOS",
,,,51,"Brachytherapy, Intracavitary, Low Dose Rate (LDR)",
,,,52,"Brachytherapy, Intracavitary, High Dose Rate (HDR)",
,,,53,"Brachytherapy, Interstitial, Low Dose Rate (LDR)",
,,,54,"Brachytherapy, Interstitial, High Dose Rate (HDR)",
,,,55,Radium,
,,,60,"Radio-isotopes, NOS",
,,,61,Strontium - 89,
,,,62,Strontium - 90,
,,,80*,"Combination modality, specified",
,,,85*,"Combination modality, NOS",
,,,98,"Other, NOS",
,,,99,Unknown,
1580,Rad--RX Completion Status,,,,Retired
1580,Rad--RX Completion Status,,,,Retired
1580,Rad--RX Completion Status,,,,Retired
1580,Rad--RX Completion Status,,,,Retired
1580,Rad--RX Completion Status,,,,Retired
1580,Rad--RX Completion Status,,,,Retired
1580,Rad--RX Completion Status,,,,Retired
1590,Rad--Local Control Status,,,,Retired
1590,Rad--Local Control Status,,,,Retired
1590,Rad--Local Control Status,,,,Retired
1590,Rad--Local Control Status,,,,Retired
1590,Rad--Local Control Status,,,,Retired
1590,Rad--Local Control Status,,,,Retired
1590,Rad--Local Control Status,,,,Retired
1600,Chemotherapy Field 1,,,,Retired
1600,Chemotherapy Field 1,,,,Retired
1600,Chemotherapy Field 1,,,,Retired
1600,Chemotherapy Field 1,,,,Retired
1600,Chemotherapy Field 1,,,,Retired
1600,Chemotherapy Field 1,,,,Retired
1600,Chemotherapy Field 1,,,,Retired
1610,Chemotherapy Field 2,,,,Retired
1610,Chemotherapy Field 2,,,,Retired
1610,Chemotherapy Field 2,,,,Retired
1610,Chemotherapy Field 2,,,,Retired
1610,Chemotherapy Field 2,,,,Retired
1610,Chemotherapy Field 2,,,,Retired
1610,Chemotherapy Field 2,,,,Retired
1620,Chemotherapy Field 3,,,,Retired
1620,Chemotherapy Field 3,,,,Retired
1620,Chemotherapy Field 3,,,,Retired
1620,Chemotherapy Field 3,,,,Retired
1620,Chemotherapy Field 3,,,,Retired
1620,Chemotherapy Field 3,,,,Retired
1620,Chemotherapy Field 3,,,,Retired
1630,Chemotherapy Field 4,,,,Retired
1630,Chemotherapy Field 4,,,,Retired
1630,Chemotherapy Field 4,,,,Retired
1630,Chemotherapy Field 4,,,,Retired
1630,Chemotherapy Field 4,,,,Retired
1630,Chemotherapy Field 4,,,,Retired
1630,Chemotherapy Field 4,,,,Retired
1639,RX Summ--Systemic/Sur Seq,Treatment-1st Course,0,No systemic therapy and/or surgical procedures; unknown if surgery and/or systemic therapy given,
,,,2,Systemic therapy before surgery,
,,,3,Systemic therapy after surgery,
,,,4,Systemic therapy both before and after surgery,
,,,5,Intraoperative systemic therapy,
,,,6,Intraoperative systemic therapy with other therapy administered before and/or after surgery,
,,,7,Surgery both before and after systemic therapy,
,,,9,"Sequence unknown, but both surgery and systemic therapy given",
1640,RX Summ--Surgery Type,Treatment-1st Course,,,
1642,RX Summ--Screen/BX Proc1,,,,Retired
1642,RX Summ--Screen/BX Proc1,,,,Retired
1642,RX Summ--Screen/BX Proc1,,,,Retired
1642,RX Summ--Screen/BX Proc1,,,,Retired
1642,RX Summ--Screen/BX Proc1,,,,Retired
1642,RX Summ--Screen/BX Proc1,,,,Retired
1642,RX Summ--Screen/BX Proc1,,,,Retired
1643,RX Summ--Screen/BX Proc2,,,,Retired
1643,RX Summ--Screen/BX Proc2,,,,Retired
1643,RX Summ--Screen/BX Proc2,,,,Retired
